parent,label,date,lon,lat,confirmed,recovered,deaths
global,Belarus,2020-03-11,27.9534,53.7098,9,3,0
USA,Nevada,2020-03-11,-117.0554,38.3135,7,0,0
global,San Marino,2020-03-11,12.4578,43.9424,62,0,2
global,Türkei,2020-03-11,35.2433,38.9637,1,0,0
global,Niederlande,2020-03-11,5.2913,52.1326,503,0,5
USA,District of Columbia,2020-03-11,-77.0268,38.8974,10,0,0
global,Estland,2020-03-11,25.0136,58.5953,16,0,0
China,Peking (Beijing),2020-03-11,116.4142,40.1824,435,326,8
global,Rumänien,2020-03-11,24.9668,45.9432,45,6,0
USA,Kentucky,2020-03-11,-84.6701,37.6681,8,0,0
global,Norwegen,2020-03-11,8.4689,60.472,598,1,0
global,Taiwan,2020-03-11,121,23.7,48,17,1
global,Nordmazedonien,2020-03-11,21.7453,41.6086,7,0,0
USA,Indiana,2020-03-11,-86.2583,39.8494,11,0,0
global,Griechenland,2020-03-11,21.8243,39.0742,99,0,1
global,Dänemark,2020-03-11,9.5018,56.2639,442,1,0
global,Georgien,2020-03-11,43.3569,42.3154,24,0,0
USA,Arizona,2020-03-11,-111.4312,33.7298,9,1,0
global,Brasilien,2020-03-11,-51.9253,-14.235,38,0,0
Kanada,New Brunswick,2020-03-11,-66.4619,46.5653,1,0,0
global,Pakistan,2020-03-11,69.3451,30.3753,19,2,0
USA,Virginia,2020-03-11,-78.17,37.7693,9,0,0
global,Israel,2020-03-11,35,31,109,4,0
global,Großbritannien,2020-03-11,-3.436,55.3781,456,18,8
global,Österreich,2020-03-11,14.5501,47.5162,246,4,0
USA,Tennessee,2020-03-11,-86.6923,35.7478,9,0,0
global,Schweiz,2020-03-11,8.2275,46.8182,652,4,4
China,Ningxia,2020-03-11,106.1655,37.2692,75,72,0
global,Kroatien,2020-03-11,15.2,45.1,19,0,0
USA,South Carolina,2020-03-11,-80.945,33.8569,10,0,0
global,Algerien,2020-03-11,1.6596,28.0339,20,0,0
China,Heilongjiang,2020-03-11,127.7615,47.862,482,436,13
global,Kuwait,2020-03-11,47.75,29.5,72,2,0
USA,North Carolina,2020-03-11,-79.8064,35.6301,7,0,0
global,Bahrain,2020-03-11,50.55,26.0275,195,35,0
Großbritannien,Kanalinseln,2020-03-11,-2.3644,49.3723,2,0,0
global,Afghanistan,2020-03-11,65,33,7,0,0
USA,Maryland,2020-03-11,-76.8021,39.0639,9,0,0
global,Oman,2020-03-11,57,21,18,9,0
China,Sichuan,2020-03-11,102.7103,30.6171,539,488,3
global,Irak,2020-03-11,44,33,71,15,7
USA,Iowa,2020-03-11,-93.2105,42.0115,13,0,0
global,Libanon,2020-03-11,35.8623,33.8547,61,1,3
China,Innere Mongolei,2020-03-11,113.9448,44.0935,75,71,1
global,Ägypten,2020-03-11,30,26,60,27,1
USA,Pennsylvania,2020-03-11,-77.2098,40.5908,16,0,0
global,Belgien,2020-03-11,4,50.8333,314,1,3
China,Chongqing,2020-03-11,107.874,30.0572,576,554,6
Australien,South Australia,2020-03-11,138.6007,-34.9285,9,2,0
USA,Illinois,2020-03-11,-88.9861,40.3495,25,2,0
global,Spanien,2020-03-11,-4,40,2277,183,54
global,Réunion,2020-03-11,55.5364,-21.1151,1,0,0
global,Schweden,2020-03-11,16,63,500,1,1
USA,Texas,2020-03-11,-97.5635,31.0545,21,0,0
global,Italien,2020-03-11,12,43,12462,1045,827
China,Jiangsu,2020-03-11,119.455,32.9711,631,627,0
global,Indien,2020-03-11,78,21,62,4,1
USA,Oregon,2020-03-11,-122.0709,44.572,19,0,0
global,Philippinen,2020-03-11,122,13,49,2,1
China,Xinjiang,2020-03-11,85.2401,41.1129,76,73,3
global,Vereinigte Arabische Emirate,2020-03-11,54,24,74,17,0
USA,New Jersey,2020-03-11,-74.521,40.2989,23,0,1
global,Finnland,2020-03-11,26,64,59,1,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-11,139.638,35.4437,696,325,7
global,Sri Lanka,2020-03-11,81,7,2,1,0
USA,Florida,2020-03-11,-81.6868,27.7663,28,0,2
global,Kambodscha,2020-03-11,104.9167,11.55,3,1,0
global,Honduras,2020-03-11,-86.2419,15.2,2,0,0
Australien,Queensland,2020-03-11,153.4,-28.0167,20,8,0
USA,Colorado,2020-03-11,-105.3111,39.0598,34,0,0
Australien,Victoria,2020-03-11,144.9631,-37.8136,21,7,0
China,Shandong,2020-03-11,118.1498,36.3427,760,726,6
Australien,New South Wales,2020-03-11,151.2093,-33.8688,65,4,2
USA,Georgia,2020-03-11,-83.6431,33.0406,23,0,0
Kanada,British Columbia,2020-03-11,-123.1207,49.2827,39,4,1
global,Tschechien,2020-03-11,15.473,49.8175,91,0,0
global,Malaysia,2020-03-11,112.5,2.5,149,26,0
USA,"Kreuzfahrtschiff ""Grand Princess""",2020-03-11,-122.6655,37.6489,21,0,0
global,Nepal,2020-03-11,84.25,28.1667,1,1,0
China,Jiangxi,2020-03-11,115.7221,27.614,935,932,1
global,Singapur,2020-03-11,103.8333,1.2833,178,96,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-11,139.638,35.4437,46,0,0
global,Japan,2020-03-11,138,36,639,118,15
Frankreich,Saint Martin,2020-03-11,-63.0501,18.0708,2,0,0
global,Thailand,2020-03-11,101,15,59,34,1
USA,Massachusetts,2020-03-11,-71.5301,42.2302,95,1,0
China,Anhui,2020-03-11,117.2264,31.8257,990,984,6
USA,California,2020-03-11,-119.6816,36.1162,177,2,3
China,Jilin,2020-03-11,126.1923,43.6661,93,91,1
USA,New York,2020-03-11,-74.9481,42.1657,220,0,0
China,Hunan,2020-03-11,111.7088,27.6104,1018,995,4
USA,Washington,2020-03-11,-121.4905,47.4009,366,1,29
global,Jamaica,2020-03-11,-77.2975,18.1096,1,0,0
global,Brunei,2020-03-11,114.7277,4.5353,11,0,0
China,Zhejiang,2020-03-11,120.0934,29.1832,1215,1195,1
global,Zypern,2020-03-11,33.4299,35.1264,6,0,0
China,Liaoning,2020-03-11,122.6085,41.2956,125,111,1
global,Albanien,2020-03-11,20.1683,41.1533,12,0,1
China,Henan,2020-03-11,113.614,33.882,1273,1249,22
Kanada,Quebec,2020-03-11,-73.5491,52.9399,8,0,0
Dänemark,Färöer,2020-03-11,-6.9118,61.8926,2,0,0
Kanada,Alberta,2020-03-11,-116.5765,53.9333,19,0,0
China,Guangdong,2020-03-11,113.4244,23.3417,1356,1282,8
Deutschland,Baden-Württemberg,2020-03-11,9.147687,48.606091,335,2,0
Deutschland,Bayern,2020-03-11,11.658165,48.768814,366,14,0
Deutschland,Berlin,2020-03-11,13.40732,52.52045,90,0,0
Deutschland,Brandenburg,2020-03-11,14.124409,52.073056,24,0,0
Deutschland,Bremen,2020-03-11,8.731851,53.029599,32,1,0
Deutschland,Hamburg,2020-03-11,10.007046,53.576158,54,0,0
Deutschland,Hessen,2020-03-11,9.217535,50.758489,48,0,0
Deutschland,Mecklenburg-Vorpommern,2020-03-11,12.708563,53.810625,17,0,0
Deutschland,Niedersachsen,2020-03-11,9.944255,52.518203,78,1,0
Deutschland,Nordrhein-Westfalen,2020-03-11,7.385313,51.510157,801,6,3
Deutschland,Rheinland-Pfalz,2020-03-11,7.269307,50.104033,29,1,0
Deutschland,Saarland,2020-03-11,6.961042,49.41788,14,0,0
Deutschland,Sachsen,2020-03-11,13.349228,51.022904,26,0,0
Deutschland,Sachsen-Anhalt,2020-03-11,11.68063,51.926892,15,0,0
Deutschland,Schleswig-Holstein,2020-03-11,9.713017,54.1882542,27,0,0
Deutschland,Thüringen,2020-03-11,11.004142,50.894378,10,0,0
Deutschland,Repatriierte,2020-03-11,null,null,2,2,0
USA,Hawaii,2020-03-12,-157.4983,21.0943,2,0,0
Australien,Queensland,2020-03-12,153.4,-28.0167,20,8,0
global,Saudiarabien,2020-03-12,45,24,45,1,0
global,Taiwan,2020-03-12,121,23.7,49,20,1
USA,Oklahoma,2020-03-12,-96.9289,35.5653,2,0,0
Kanada,Quebec,2020-03-12,-73.5491,52.9399,9,0,0
global,Kroatien,2020-03-12,15.2,45.1,19,0,0
USA,Utah,2020-03-12,-111.8624,40.15,5,0,0
global,Japan,2020-03-12,138,36,639,118,16
China,Guizhou,2020-03-12,106.8748,26.8154,146,137,2
global,Liechtenstein,2020-03-12,9.55,47.14,1,0,0
global,Burkina Faso,2020-03-12,-1.5616,12.2383,2,0,0
global,Albanien,2020-03-12,20.1683,41.1533,23,0,1
global,Guyana,2020-03-12,-58.75,5,1,0,1
China,Zhejiang,2020-03-12,120.0934,29.1832,1215,1197,1
global,Serbien,2020-03-12,21.0059,44.0165,19,0,0
global,Georgien,2020-03-12,43.3569,42.3154,24,0,0
global,Kuba,2020-03-12,-80,22,3,0,0
global,Nepal,2020-03-12,84.25,28.1667,1,1,0
global,Zypern,2020-03-12,33.4299,35.1264,6,0,0
global,Großbritannien,2020-03-12,-3.436,55.3781,456,18,8
global,Irak,2020-03-12,44,33,71,15,8
global,Vietnam,2020-03-12,108,16,39,16,0
global,Vatikan,2020-03-12,12.4534,41.9029,1,0,0
global,Mexiko,2020-03-12,-102.5528,23.6345,12,4,0
global,Österreich,2020-03-12,14.5501,47.5162,302,4,1
global,Mongolei,2020-03-12,103.8467,46.8625,1,0,0
global,Brunei,2020-03-12,114.7277,4.5353,11,0,0
global,Estland,2020-03-12,25.0136,58.5953,16,0,0
China,Tianjin,2020-03-12,117.323,39.3054,136,132,3
global,Panama,2020-03-12,-80.7821,8.538,11,0,1
global,Portugal,2020-03-12,-8.2245,39.3999,59,0,0
USA,Washington,2020-03-12,-121.4905,47.4009,442,1,31
USA,Kansas,2020-03-12,-96.7265,38.5266,1,0,0
global,Slowakei,2020-03-12,19.699,48.669,16,0,0
global,Ecuador,2020-03-12,-78.1834,-1.8312,17,0,0
China,Hunan,2020-03-12,111.7088,27.6104,1018,999,4
global,Dänemark,2020-03-12,9.5018,56.2639,615,1,0
USA,Louisiana,2020-03-12,-91.8678,31.1695,19,0,0
global,Russland,2020-03-12,90,60,28,3,0
USA,New York,2020-03-12,-74.9481,42.1657,328,0,0
global,Polen,2020-03-12,19.1451,51.9194,49,0,1
USA,Missouri,2020-03-12,-92.2884,38.4561,1,0,0
global,Senegal,2020-03-12,-14.4524,14.4974,4,1,0
USA,California,2020-03-12,-119.6816,36.1162,221,6,4
USA,Vermont,2020-03-12,-72.7107,44.0459,2,0,0
global,Pakistan,2020-03-12,69.3451,30.3753,20,2,0
China,Shanxi,2020-03-12,112.2922,37.5777,133,132,0
USA,Arkansas,2020-03-12,-92.3731,34.9697,6,0,0
global,Belarus,2020-03-12,27.9534,53.7098,12,3,0
USA,Delaware,2020-03-12,-75.5071,39.3185,1,0,0
USA,Massachusetts,2020-03-12,-71.5301,42.2302,108,1,0
USA,Michigan,2020-03-12,-84.5361,43.3266,2,0,0
USA,Mississippi,2020-03-12,-89.6787,32.7416,1,0,0
global,Irland,2020-03-12,-7.6921,53.1424,43,0,1
USA,Montana,2020-03-12,-110.4544,46.9219,1,0,0
China,Qinghai,2020-03-12,95.9956,35.7452,18,18,0
China,Peking (Beijing),2020-03-12,116.4142,40.1824,435,334,8
China,Anhui,2020-03-12,117.2264,31.8257,990,984,6
global,Togo,2020-03-12,0.8248,8.6195,1,0,0
USA,New Mexico,2020-03-12,-106.2485,34.8405,5,0,0
USA,North Dakota,2020-03-12,-99.784,47.5289,1,0,0
global,Singapur,2020-03-12,103.8333,1.2833,178,96,0
USA,South Dakota,2020-03-12,-99.4388,44.2998,8,0,1
USA,Wyoming,2020-03-12,-107.3025,42.756,1,0,0
China,Gansu,2020-03-12,101.0583,37.8099,127,88,2
global,Bahrain,2020-03-12,50.55,26.0275,195,35,0
global,Vereinigte Arabische Emirate,2020-03-12,54,24,85,17,0
global,Malaysia,2020-03-12,112.5,2.5,149,26,0
global,Tunesien,2020-03-12,9,34,7,0,0
global,Französisch-Guyana,2020-03-12,-53.1258,3.9339,5,0,0
global,Sri Lanka,2020-03-12,81,7,2,1,0
Australien,New South Wales,2020-03-12,151.2093,-33.8688,65,4,2
China,Macau,2020-03-12,113.55,22.1667,10,10,0
global,Argentinien,2020-03-12,-63.6167,-38.4161,19,0,1
global,Andorra,2020-03-12,1.5218,42.5063,1,1,0
China,Shanghai,2020-03-12,121.4491,31.202,344,321,3
global,Libanon,2020-03-12,35.8623,33.8547,61,1,3
global,Moldawien,2020-03-12,28.3699,47.4116,3,0,0
China,Jiangxi,2020-03-12,115.7221,27.614,935,934,1
global,Bolivien,2020-03-12,-63.5887,-16.2902,2,0,0
global,Malta,2020-03-12,14.3754,35.9375,6,0,0
global,Norwegen,2020-03-12,8.4689,60.472,702,1,0
global,Aserbaidschan,2020-03-12,47.5769,40.1431,11,3,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-12,139.638,35.4437,46,0,0
China,Hong Kong,2020-03-12,114.2,22.3,129,67,3
global,Bosnien und Herzegowina,2020-03-12,17.6791,43.9159,11,0,0
global,Ägypten,2020-03-12,30,26,67,27,1
China,Hubei (Wuhan),2020-03-12,112.2707,30.9756,67781,50318,3056
Dänemark,Färöer,2020-03-12,-6.9118,61.8926,2,0,0
global,Neuseeland,2020-03-12,174.886,-40.9006,5,0,0
global,Martinique,2020-03-12,-61.0242,14.6415,3,0,0
global,Algerien,2020-03-12,1.6596,28.0339,24,8,1
Frankreich,Saint Martin,2020-03-12,-63.0501,18.0708,2,0,0
USA,"Kreuzfahrtschiff ""Grand Princess""",2020-03-12,-122.6655,37.6489,21,0,0
global,Honduras,2020-03-12,-86.2419,15.2,2,0,0
global,Philippinen,2020-03-12,122,13,52,2,2
global,Luxemburg,2020-03-12,6.1296,49.8153,19,0,0
Großbritannien,Kanalinseln,2020-03-12,-2.3644,49.3723,2,0,0
USA,Georgia,2020-03-12,-83.6431,33.0406,31,0,1
Kanada,New Brunswick,2020-03-12,-66.4619,46.5653,1,0,0
China,Hebei,2020-03-12,116.1306,39.549,318,308,6
global,Chile,2020-03-12,-71.543,-35.6751,23,0,0
global,Bulgarien,2020-03-12,25.4858,42.7339,7,0,1
China,Shandong,2020-03-12,118.1498,36.3427,760,734,6
USA,Colorado,2020-03-12,-105.3111,39.0598,45,0,0
global,Thailand,2020-03-12,101,15,70,34,1
China,Liaoning,2020-03-12,122.6085,41.2956,125,112,1
global,Slowenien,2020-03-12,14.9955,46.1512,89,0,0
USA,Florida,2020-03-12,-81.6868,27.7663,35,0,2
global,Afghanistan,2020-03-12,65,33,7,0,0
Australien,Tasmania,2020-03-12,145.9707,-41.4545,3,0,0
USA,New Jersey,2020-03-12,-74.521,40.2989,29,0,1
global,Iran,2020-03-12,53,32,10075,2959,429
global,Malediven,2020-03-12,73.2207,3.2028,8,0,0
global,Island,2020-03-12,-19.0208,64.9631,103,1,0
USA,Oregon,2020-03-12,-122.0709,44.572,24,0,0
China,Tibet,2020-03-12,88.0924,31.6927,1,1,0
global,Niederlande,2020-03-12,5.2913,52.1326,503,0,5
global,Demokratische Republik Kongo,2020-03-12,21.7587,-4.0383,1,0,0
global,Griechenland,2020-03-12,21.8243,39.0742,99,0,1
global,Elfenbeinküste,2020-03-12,-5.5471,7.54,1,0,0
China,Fujian,2020-03-12,117.9874,26.0789,296,295,1
USA,Texas,2020-03-12,-97.5635,31.0545,27,0,0
Kanada,British Columbia,2020-03-12,-123.1207,49.2827,46,4,1
global,Bangladesch,2020-03-12,90.3563,23.685,3,0,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-12,139.638,35.4437,696,325,7
China,Jilin,2020-03-12,126.1923,43.6661,93,91,1
USA,Illinois,2020-03-12,-88.9861,40.3495,32,2,0
global,Armenien,2020-03-12,45.0382,40.0691,4,0,0
Frankreich,Saint Barthélemy,2020-03-12,-62.8333,17.9,1,0,0
global,Südafrika,2020-03-12,22.9375,-30.5595,17,0,0
global,Jamaica,2020-03-12,-77.2975,18.1096,2,0,0
USA,Pennsylvania,2020-03-12,-77.2098,40.5908,22,0,0
global,Réunion,2020-03-12,55.5364,-21.1151,1,0,0
global,Schweiz,2020-03-12,8.2275,46.8182,652,4,4
global,Türkei,2020-03-12,35.2433,38.9637,1,0,0
global,Jordanien,2020-03-12,36.51,31.24,1,0,0
USA,Iowa,2020-03-12,-93.2105,42.0115,16,0,0
global,Paraguay,2020-03-12,-58.4438,-23.4425,5,0,0
global,Südkorea,2020-03-12,128,36,7869,333,66
global,Belgien,2020-03-12,4,50.8333,314,1,3
USA,Maryland,2020-03-12,-76.8021,39.0639,12,0,0
global,Tschechien,2020-03-12,15.473,49.8175,94,0,0
global,Brasilien,2020-03-12,-51.9253,-14.235,52,0,0
Großbritannien,Gibraltar,2020-03-12,-5.3536,36.1408,1,1,0
China,Guangxi,2020-03-12,108.7881,23.8298,252,241,2
global,Indien,2020-03-12,78,21,73,4,1
USA,North Carolina,2020-03-12,-79.8064,35.6301,15,0,0
global,Israel,2020-03-12,35,31,131,4,0
global,Bhutan,2020-03-12,90.4336,27.5142,1,0,0
China,Jiangsu,2020-03-12,119.455,32.9711,631,629,0
USA,South Carolina,2020-03-12,-80.945,33.8569,12,0,0
global,Lettland,2020-03-12,24.6032,56.8796,10,1,0
global,Nigeria,2020-03-12,8.6753,9.082,2,0,0
USA,Tennessee,2020-03-12,-86.6923,35.7478,18,0,0
global,Monaco,2020-03-12,7.4167,43.7333,2,0,0
global,Kambodscha,2020-03-12,104.9167,11.55,3,1,0
USA,Virginia,2020-03-12,-78.17,37.7693,17,0,0
Australien,South Australia,2020-03-12,138.6007,-34.9285,9,2,0
global,Ukraine,2020-03-12,31.1656,48.3794,1,0,0
China,Xinjiang,2020-03-12,85.2401,41.1129,76,73,3
global,Frankreich,2020-03-12,2.2137,46.2276,2281,12,48
USA,Arizona,2020-03-12,-111.4312,33.7298,9,1,0
China,Shaanxi,2020-03-12,108.8701,35.1917,245,232,2
global,Kamerun,2020-03-12,11.5021,3.848,2,0,0
global,Italien,2020-03-12,12,43,12462,1045,827
USA,Indiana,2020-03-12,-86.2583,39.8494,13,0,0
global,Rumänien,2020-03-12,24.9668,45.9432,49,6,0
global,Dominikanische Republik,2020-03-12,-70.1627,18.7357,5,0,0
China,Chongqing,2020-03-12,107.874,30.0572,576,564,6
USA,Kentucky,2020-03-12,-84.6701,37.6681,10,0,0
global,Spanien,2020-03-12,-4,40,2277,183,55
Kanada,Ontario,2020-03-12,-85.3232,51.2538,42,4,0
USA,District of Columbia,2020-03-12,-77.0268,38.8974,10,0,0
global,Litauen,2020-03-12,23.8813,55.1694,3,0,0
global,Kuwait,2020-03-12,47.75,29.5,80,5,0
USA,Nevada,2020-03-12,-117.0554,38.3135,14,0,0
China,Innere Mongolei,2020-03-12,113.9448,44.0935,75,71,1
global,Kolumbien,2020-03-12,-74.2973,4.5709,9,0,0
global,Marokko,2020-03-12,-7.0926,31.7917,6,0,1
USA,New Hampshire,2020-03-12,-71.5639,43.4525,6,0,0
China,Yunnan,2020-03-12,101.487,24.974,174,170,2
China,Guangdong,2020-03-12,113.4244,23.3417,1356,1289,8
global,Oman,2020-03-12,57,21,18,9,0
global,Ungarn,2020-03-12,19.5033,47.1625,13,0,0
USA,Minnesota,2020-03-12,-93.9002,45.6945,9,0,0
Kanada,Alberta,2020-03-12,-116.5765,53.9333,19,0,0
global,San Marino,2020-03-12,12.4578,43.9424,69,0,3
China,Sichuan,2020-03-12,102.7103,30.6171,539,498,3
USA,Nebraska,2020-03-12,-98.2681,41.1254,10,0,0
global,Schweden,2020-03-12,16,63,599,1,1
Australien,Victoria,2020-03-12,144.9631,-37.8136,21,7,0
USA,Ohio,2020-03-12,-82.7649,40.3888,5,0,0
global,Costa Rica,2020-03-12,-83.7534,9.7489,22,0,0
China,Ningxia,2020-03-12,106.1655,37.2692,75,72,0
global,Finnland,2020-03-12,26,64,59,1,0
USA,Rhode Island,2020-03-12,-71.5118,41.6809,5,0,0
Australien,Northern Territory,2020-03-12,130.8456,-12.4634,1,0,0
global,Katar,2020-03-12,51.1839,25.3548,262,0,0
China,Hainan,2020-03-12,109.7453,19.1959,168,160,6
USA,Wisconsin,2020-03-12,-89.6165,44.2685,8,1,0
Australien,Western Australia,2020-03-12,115.8605,-31.9505,9,0,1
China,Henan,2020-03-12,113.614,33.882,1273,1249,22
global,Indonesien,2020-03-12,113.9213,-0.7893,34,2,1
USA,Connecticut,2020-03-12,-72.7554,41.5978,5,0,0
global,Nordmazedonien,2020-03-12,21.7453,41.6086,7,0,0
global,Peru,2020-03-12,-75.0152,-9.19,15,0,0
China,Heilongjiang,2020-03-12,127.7615,47.862,482,441,13
Deutschland,Baden-Württemberg,2020-03-12,9.147687,48.606091,454,2,1
Deutschland,Bayern,2020-03-12,11.658165,48.768814,500,14,1
Deutschland,Berlin,2020-03-12,13.40732,52.52045,137,0,0
Deutschland,Brandenburg,2020-03-12,14.124409,52.073056,30,0,0
Deutschland,Bremen,2020-03-12,8.731851,53.029599,38,1,0
Deutschland,Hamburg,2020-03-12,10.007046,53.576158,88,0,0
Deutschland,Hessen,2020-03-12,9.217535,50.758489,99,0,0
Deutschland,Mecklenburg-Vorpommern,2020-03-12,12.708563,53.810625,23,0,0
Deutschland,Niedersachsen,2020-03-12,9.944255,52.518203,129,1,0
Deutschland,Nordrhein-Westfalen,2020-03-12,7.385313,51.510157,1041,6,4
Deutschland,Rheinland-Pfalz,2020-03-12,7.269307,50.104033,52,1,0
Deutschland,Saarland,2020-03-12,6.961042,49.41788,29,0,0
Deutschland,Sachsen,2020-03-12,13.349228,51.022904,49,0,0
Deutschland,Sachsen-Anhalt,2020-03-12,11.68063,51.926892,27,0,0
Deutschland,Schleswig-Holstein,2020-03-12,9.713017,54.1882542,31,0,0
Deutschland,Thüringen,2020-03-12,11.004142,50.894378,18,0,0
Deutschland,Repatriierte,2020-03-12,null,null,2,2,0
global,Äthiopien,2020-03-13,40.4897,9.145,1,0,0
Deutschland,Baden-Württemberg,2020-03-13,9.147687,48.606091,569,2,3
Deutschland,Berlin,2020-03-13,13.40732,52.52045,174,0,0
Deutschland,Brandenburg,2020-03-13,14.124409,52.073056,44,0,0
Deutschland,Bremen,2020-03-13,8.731851,53.029599,42,1,0
Deutschland,Hamburg,2020-03-13,10.007046,53.576158,99,0,0
Deutschland,Hessen,2020-03-13,9.217535,50.758489,148,0,0
Deutschland,Mecklenburg-Vorpommern,2020-03-13,12.708563,53.810625,33,0,0
Deutschland,Niedersachsen,2020-03-13,9.944255,52.518203,230,1,0
Deutschland,Nordrhein-Westfalen,2020-03-13,7.385313,51.510157,1433,27,4
Deutschland,Rheinland-Pfalz,2020-03-13,7.269307,50.104033,102,1,0
Deutschland,Saarland,2020-03-13,6.961042,49.41788,40,0,0
Deutschland,Sachsen,2020-03-13,13.349228,51.022904,83,0,0
Deutschland,Sachsen-Anhalt,2020-03-13,11.68063,51.926892,42,0,0
Deutschland,Schleswig-Holstein,2020-03-13,9.713017,54.1882542,48,0,0
Deutschland,Thüringen,2020-03-13,11.004142,50.894378,30,0,0
Deutschland,Repatriierte,2020-03-13,null,null,2,2,0
China,Hubei (Wuhan),2020-03-13,112.270692167452,30.9756403482891,67790,52960,3075
China,Guangdong,2020-03-13,113.424401710676,23.3417337092088,1356,1299,8
China,Henan,2020-03-13,113.613964115943,33.8820061472366,1273,1250,22
China,Zhejiang,2020-03-13,120.093412774886,29.1831892798285,1227,1211,1
China,Hunan,2020-03-13,111.708835644484,27.6104072903766,1018,1014,4
China,Anhui,2020-03-13,117.226363790413,31.8257120511073,990,984,6
China,Jiangxi,2020-03-13,115.722093542185,27.614008270636,935,934,1
China,Shandong,2020-03-13,118.149838795037,36.3426714789712,760,741,7
China,Jiangsu,2020-03-13,119.45501030983,32.9710980851278,631,630,0
China,Chongqing,2020-03-13,107.87398583171,30.0571758751839,576,566,6
China,Sichuan,2020-03-13,102.710322085654,30.6171383897493,539,511,3
China,Heilongjiang,2020-03-13,127.761544149451,47.8619962256745,482,447,13
China,Peking (Beijing),2020-03-13,116.414172956705,40.1823809324133,437,349,8
China,Shanghai,2020-03-13,121.449111848821,31.2019853691089,352,324,3
China,Hebei,2020-03-13,114.5149,38.0428,318,310,6
China,Fujian,2020-03-13,117.987371739429,26.0788658351203,296,295,1
China,Guangxi,2020-03-13,108.78812722508,23.8298403568635,252,243,2
China,Shaanxi,2020-03-13,108.870143735105,35.1916533064219,245,232,2
China,Yunnan,2020-03-13,101.486994477533,24.9740090515417,174,170,2
China,Hainan,2020-03-13,109.745335576195,19.1958639124575,168,160,6
China,Guizhou,2020-03-13,106.874783781561,26.8153610246946,146,143,2
China,Tianjin,2020-03-13,117.322972903268,39.3053612117002,136,132,3
China,Hong Kong,2020-03-13,114.2,22.3,140,78,4
China,Shanxi,2020-03-13,112.292191181538,37.5776849568384,133,133,0
China,Gansu,2020-03-13,103.8343,36.0611,129,89,2
China,Liaoning,2020-03-13,122.60854186375,41.2956478642686,125,113,1
China,Xinjiang,2020-03-13,85.240102435218,41.1128513419168,76,73,3
China,Innere Mongolei,2020-03-13,113.944789458154,44.0935009913267,75,71,1
China,Ningxia,2020-03-13,106.165455205247,37.2692274353319,75,73,0
China,Jilin,2020-03-13,126.192329763813,43.6661021395126,93,91,1
China,Qinghai,2020-03-13,95.9955784711286,35.7452031801411,18,18,0
China,Macau,2020-03-13,113.55,22.166667,10,10,0
China,Tibet,2020-03-13,88.0924318966888,31.6927165373017,1,1,0
global,Panama,2020-03-13,-80.7821,8.538,36,0,1
Australien,Tasmania,2020-03-13,145.9707,-41.4545,5,0,0
global,Kroatien,2020-03-13,15.2,45.1,38,1,0
global,Burkina Faso,2020-03-13,-1.5616,12.2383,2,0,0
global,Albanien,2020-03-13,20.1683,41.1533,38,0,1
Kanada,British Columbia,2020-03-13,-127.6476,53.7267,64,4,1
Australien,New South Wales,2020-03-13,151.2093,-33.8688,112,4,2
Australien,Victoria,2020-03-13,144.9631,-37.8136,49,8,0
Australien,Queensland,2020-03-13,153.4,-28.0167,46,8,0
Australien,South Australia,2020-03-13,138.6007,-34.9285,19,3,0
Großbritannien,Kanalinseln,2020-03-13,-2.364351,49.372284,2,0,0
global,Philippinen,2020-03-13,121.774,12.8797,111,2,8
global,Nepal,2020-03-13,84.124,28.3949,1,1,0
global,Sri Lanka,2020-03-13,80.7718,7.8731,10,1,0
global,Vereinigte Arabische Emirate,2020-03-13,53.8478,23.4241,85,17,0
global,Thailand,2020-03-13,100.9925,15.87,82,35,1
global,Kambodscha,2020-03-13,104.991,12.5657,7,1,0
global,San Marino,2020-03-13,12.4578,43.9424,80,2,5
Kanada,Ontario,2020-03-13,-85.3232,51.2538,79,4,0
Australien,Australian Capital Territory,2020-03-13,149.0124,-35.4735,1,0,0
global,Demokratische Republik Kongo,2020-03-13,21.7587,-4.0383,2,0,0
global,Honduras,2020-03-13,-86.2419,15.2,2,0,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-13,139.638,35.4437,46,0,0
global,Algerien,2020-03-13,1.6596,28.0339,37,12,3
global,Réunion,2020-03-13,55.5364,-21.1151,5,0,0
global,Oman,2020-03-13,55.9754,21.4735,19,9,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-13,139.6649,35.4498,696,325,7
Kanada,New Brunswick,2020-03-13,-66.4619,46.5653,1,0,0
global,Italien,2020-03-13,12.5674,41.8719,21157,1966,1441
global,Irak,2020-03-13,43.6793,33.2232,110,24,10
global,Libanon,2020-03-13,35.8623,33.8547,93,1,3
global,Ukraine,2020-03-13,31.1656,48.3794,3,0,1
global,Österreich,2020-03-13,14.5501,47.5162,655,6,1
